Mineral,(Mg+Fe)/Al,(Mg+Fe)/Si,(Ca+Na)/Al,K/(K+Na+Ca),K/(Al+Si),Al/Si,Fe/Si,Ca/Si,K/Si,K/Al,Ca/Na,P/Ca,Ti/Fe,Mg/Al,|Na|,|Mg|,|Al|,|Si|,|P|,|K|,|Ca|,|Ti|,|Fe|
Apatite,0.27967359,0.12368766,202.19362020,0.00000000,0.00000000,0.44225722,0.05479003,88.59580052,0.00000000,0.00000000,107.28645210,0.81128722,5.11377246,0.15578635,0.00506170,0.00042231,0.00271083,0.00612954,0.44057080,0.00000000,0.54305158,0.00171740,0.00033584
Apatite,2.50000000,0.00167673,261510.00000000,0.00000000,0.00000000,0.00067069,0.00167673,175.25150910,0.00000000,0.00000000,1244.28571400,0.76528894,176.20000000,0.00000000,0.00045316,0.00000000,0.00000216,0.00321742,0.43151387,0.00000000,0.56385745,0.00095055,0.00000539
Apatite,65535.00000000,0.01166902,65535.00000000,0.00000000,0.00000000,0.00000000,0.01166902,197.13578500,0.00000000,,65535.00000000,0.77678924,32.54545455,,0.00000000,0.00000000,0.00000000,0.00284365,0.43545719,0.00000000,0.56058603,0.00107995,0.00003318
Apatite,4.93939394,0.21551344,4439.39393900,0.00152214,0.28293919,0.04363156,0.21551344,193.69766420,0.29528427,6.76767677,65535.00000000,0.64737201,3.94274029,0.00000000,0.00000000,0.00000000,0.00013571,0.00311046,0.39003393,0.00091847,0.60248809,0.00264300,0.00067035
Apatite,65535.00000000,0.00296883,65535.00000000,0.00000000,0.00000000,0.00000000,0.00296883,257.32805540,0.00000000,,748.28776980,0.78002538,192.16666670,,0.00074764,0.00000000,0.00000000,0.00217407,0.43638359,0.00000000,0.55944793,0.00124033,0.00000645
Apatite,65535.00000000,0.00286299,65535.00000000,0.00000000,0.00000000,0.00000000,0.00286299,216.10224950,0.00000000,,4261.04838700,0.76815489,146.14285710,,0.00013222,0.00000000,0.00000000,0.00260706,0.43277151,0.00000000,0.56339095,0.00109081,0.00000746
Apatite,0.00000000,0.00000000,3330.28655000,0.00000000,0.00000000,0.07008197,0.00000000,232.89754100,0.00000000,0.00000000,470.03308520,0.80106288,65535.00000000,0.00000000,0.00117548,0.00000000,0.00016626,0.00237235,0.44259928,0.00000000,0.55251503,0.00117159,0.00000000
Apatite,0.00000000,0.00000000,8773.56060600,0.00000000,0.00000000,0.02319859,0.00000000,203.32864670,0.00000000,0.00000000,988.83760680,0.79219320,65535.00000000,0.00000000,0.00056184,0.00000000,0.00006339,0.00273235,0.44011494,0.00000000,0.55556516,0.00096233,0.00000000
Apatite,0.05450237,0.01463104,422.78041070,0.00040900,0.03660983,0.26844784,0.00614928,113.18278200,0.04643766,0.17298578,363.10884350,0.78117916,30.93103448,0.03159558,0.00153224,0.00004169,0.00131961,0.00491569,0.43462580,0.00022827,0.55637148,0.00093498,0.00003023
Apatite,65535.00000000,0.07470466,65535.00000000,0.00000000,0.00000000,0.00000000,0.07470466,181.69214730,0.00000000,,658.57682620,0.77826012,6.02325581,,0.00084915,0.00000000,0.00000000,0.00307790,0.43522713,0.00000000,0.55923093,0.00138495,0.00022993
Apatite,0.20833333,0.03195489,1194.29166700,0.00000000,0.00000000,0.15338346,0.00000000,182.66165410,0.00000000,0.00000000,349.30266000,0.78004857,65535.00000000,0.20833333,0.00159838,0.00009767,0.00046883,0.00305658,0.43551603,0.00000000,0.55831911,0.00094340,0.00000000
Apatite,0.31591738,0.06869221,467.15674360,0.00005202,0.00434028,0.21743725,0.06869221,101.57727870,0.00528402,0.02430134,65535.00000000,0.68494291,4.02692308,0.00000000,0.00000000,0.00000000,0.00125890,0.00578972,0.40281761,0.00003059,0.58810392,0.00160154,0.00039771
Apatite,2.89189189,0.07979120,7068.93243200,0.00000000,0.00000000,0.02759135,0.07979120,194.67188670,0.00000000,0.00000000,526.85166500,0.76464730,5.81775701,0.00000000,0.00106956,0.00000000,0.00007987,0.00289462,0.43087985,0.00000000,0.56350143,0.00134370,0.00023097
Apatite,65535.00000000,0.18655462,65535.00000000,0.00032102,0.08739496,0.00000000,0.18655462,272.15686270,0.08739496,65535.00000000,65535.00000000,0.67338411,2.63663664,,0.00000000,0.00000000,0.00000000,0.00218728,0.40085433,0.00019116,0.59528332,0.00107587,0.00040805
Apatite,0.54264524,0.10489845,591.74289250,0.00367337,0.35342411,0.19330944,0.10489845,114.38948630,0.42174433,2.18170581,65535.00000000,0.67715993,7.30068337,0.00000000,0.00000000,0.00000000,0.00099472,0.00514575,0.39858944,0.00217019,0.58861935,0.00394077,0.00053978
Apatite,0.59649123,0.04892086,1792.37193000,0.00000000,0.00000000,0.08201439,0.04546763,146.56115110,0.00000000,0.00000000,333.74836170,0.78399764,7.10126582,0.04210526,0.00166745,0.00001311,0.00031142,0.00379712,0.43630241,0.00000000,0.55650984,0.00122600,0.00017265
Augite,2.32199838,0.38187377,2.24460294,0.00477099,0.00151970,0.16445910,0.05602046,0.35770670,0.00176963,0.01076032,31.27166694,0.00442913,0.27021037,1.98136380,0.00591461,0.16848937,0.08503707,0.51707123,0.00081921,0.00091503,0.18495984,0.00782707,0.02896657
Augite,1.15272893,0.33921502,0.61582615,0.11375845,0.01797265,0.29427128,0.10777905,0.14475335,0.02326149,0.07904778,3.96947791,0.07038311,0.24929794,0.78647147,0.01944859,0.12343087,0.15694259,0.53332622,0.00543363,0.01240596,0.07720076,0.01432999,0.05748139
Augite,3.10560699,0.35468440,3.46427505,0.00182316,0.00064857,0.11420776,0.05839995,0.39125152,0.00072265,0.00632746,89.01066925,0.00005448,0.26452767,2.59425862,0.00233715,0.15753681,0.06072518,0.53170798,0.00001133,0.00038424,0.20803156,0.00821404,0.03105172
Augite,2.67651280,0.46507585,0.89603763,0.03623033,0.00498655,0.17376186,0.17452726,0.14193738,0.00585302,0.03368413,10.31537881,0.11607252,0.25938126,1.67210795,0.00738926,0.15603007,0.09331340,0.53701885,0.00884740,0.00314318,0.07622305,0.02431036,0.09372443
Augite,2.64496987,0.38949597,2.58257119,0.01284914,0.00431483,0.14725913,0.05053376,0.36879420,0.00495023,0.03361576,32.03286385,0.05414285,0.28950887,2.30180773,0.00588415,0.17323953,0.07526238,0.51108804,0.01020519,0.00253000,0.18848630,0.00747720,0.02582720
Augite,3.50752182,0.39366100,3.16762139,0.00000000,0.00000000,0.11223337,0.05346392,0.35082017,0.00000000,0.00000000,74.75928297,0.01114974,0.09496516,3.03115799,0.00250892,0.18188506,0.06000514,0.53464615,0.00209130,0.00000000,0.18756465,0.00271451,0.02858428
Augite,2.80611736,0.40682083,2.44121848,0.00123376,0.00038183,0.14497642,0.05055964,0.34454251,0.00043719,0.00301560,36.74496056,0.01180175,0.28899291,2.45737348,0.00487138,0.18508699,0.07531903,0.51952610,0.00211250,0.00022713,0.17899883,0.00759099,0.02626705
Augite,4.51887640,0.66879521,11.45168539,0.03183213,0.04854060,0.14800033,0.48663840,1.69269144,0.05572462,0.37651685,783.00000000,0.00000000,0.24337069,1.23078652,0.00058652,0.04942115,0.04015412,0.27131101,0.00000000,0.01511870,0.45924582,0.03213232,0.13203036
Augite,4.08054097,0.36324004,4.14389817,0.00934949,0.00319682,0.08901762,0.05053821,0.36258569,0.00348139,0.03910899,57.60576058,0.00250000,0.22650076,3.51280827,0.00342643,0.17022674,0.04845888,0.54437399,0.00049346,0.00189518,0.19738222,0.00623142,0.02751169
Augite,3.10030548,0.35528096,4.34888068,0.01166206,0.00527591,0.11459547,0.07212310,0.49755741,0.00588051,0.05131537,618.37662340,0.00341279,0.31418429,2.47093421,0.00040262,0.14168683,0.05734140,0.50038105,0.00084968,0.00294250,0.24896830,0.01133861,0.03608903
Augite,2.84220856,0.37388320,3.14207467,0.00630813,0.00231885,0.13154671,0.05589424,0.40695301,0.00262389,0.01994644,63.81983679,0.00112625,0.28588821,2.41730822,0.00329060,0.16409612,0.06788382,0.51604347,0.00023652,0.00135404,0.21000544,0.00824612,0.02884386
Augite,3.81326285,0.42792278,5.48789044,0.04719673,0.02742788,0.11221959,0.15696182,0.61448447,0.03050582,0.27184046,450.39525690,0.00000000,0.25516199,2.41456031,0.00061275,0.12169556,0.05040071,0.44912580,0.00000000,0.01370095,0.27598083,0.01798780,0.07049560
Augite,3.18367046,0.37309154,6.13304595,0.02062802,0.01355023,0.11718912,0.13482297,0.71791883,0.01513817,0.12917726,889.14438500,0.00000000,0.33876701,2.03319701,0.00035572,0.10497251,0.05162929,0.44056383,0.00000000,0.00666933,0.31628907,0.02012213,0.05939812
Augite,4.24367845,0.61118258,10.44471003,0.03309770,0.04500966,0.14402189,0.36975703,1.49122171,0.05149204,0.35752925,114.31250000,0.00002430,0.24397295,1.67631149,0.00383544,0.07098225,0.04234431,0.29401299,0.00001065,0.01513933,0.43843855,0.02652312,0.10871337
Augite,3.95743100,0.38098355,3.97068739,0.00213480,0.00074598,0.09627042,0.04829199,0.37468141,0.00081779,0.00849475,49.44108396,0.01974161,0.24801610,3.45580253,0.00403166,0.17699132,0.05121569,0.53199823,0.00393509,0.00043507,0.19932984,0.00637184,0.02569125
Augite,3.00641359,0.35654493,3.54485032,0.00585324,0.00221277,0.11859477,0.06496059,0.41691631,0.00247520,0.02087103,119.65243900,0.00013759,0.27067866,2.45866103,0.00181890,0.15221119,0.06190816,0.52201428,0.00002995,0.00129209,0.21763627,0.00917881,0.03391036
Augite,3.04036819,0.37255649,3.10639175,0.01081925,0.00370888,0.12253664,0.05215657,0.37405255,0.00416336,0.03397644,56.72413793,0.00109037,0.28909034,2.61472754,0.00347910,0.16904176,0.06464986,0.52759616,0.00021518,0.00219657,0.19734869,0.00795508,0.02751761
Augite,3.24294248,0.34252562,3.94178968,0.00478368,0.00181003,0.10562186,0.06215592,0.41428571,0.00200121,0.01894689,201.75146770,0.00000000,0.25401649,2.65446660,0.00109094,0.14895246,0.05611389,0.53127158,0.00000000,0.00106318,0.22009823,0.00838805,0.03302167
Augite,3.03276022,0.38783413,3.01672215,0.00549266,0.00188910,0.12788157,0.05452672,0.37615428,0.00213068,0.01666135,39.06521300,0.00342653,0.27306760,2.60637570,0.00501554,0.17361498,0.06661165,0.52088544,0.00067137,0.00110984,0.19593329,0.00775571,0.02840218
Augite,2.79088281,0.33957737,4.38737017,0.02094653,0.01018217,0.12167382,0.09372020,0.53192060,0.01142108,0.09386635,278.85937500,0.00041464,0.34803625,2.02062512,0.00093535,0.12055729,0.05966336,0.49035498,0.00010815,0.00560038,0.26082992,0.01599441,0.04595616
Augite,3.14820850,0.39247410,2.95079269,0.00539320,0.00177361,0.12466585,0.05682511,0.34844607,0.00199472,0.01600052,17.94539178,0.01790253,0.27399464,2.69238916,0.01017234,0.17584242,0.06531092,0.52388782,0.00326805,0.00104501,0.18254665,0.00815682,0.02976998
Augite,3.80208219,0.39972719,3.39207700,0.00700692,0.00227706,0.10513376,0.04486128,0.34669819,0.00251645,0.02393571,34.93668777,0.00669560,0.24549442,3.37537547,0.00528602,0.18902654,0.05600164,0.53267034,0.00123652,0.00134044,0.18467584,0.00586640,0.02389627
Augite,3.05438693,0.38651026,3.08000843,0.00298493,0.00103580,0.12654267,0.05644444,0.37647397,0.00116687,0.00922115,28.35212355,0.00536006,0.32429879,2.60833630,0.00690045,0.17152558,0.06576053,0.51967082,0.00104866,0.00060639,0.19564254,0.00951250,0.02933253
Augite,2.80294968,0.34805813,3.36320085,0.00544410,0.00203354,0.12417566,0.06393728,0.41261579,0.00228605,0.01840984,82.32725731,0.00044282,0.27729780,2.28805585,0.00262395,0.14874970,0.06501140,0.52354379,0.00009566,0.00119685,0.21602243,0.00928226,0.03347397
Augite,3.00088775,0.35744861,3.51613934,0.00574854,0.00216380,0.11911429,0.06223247,0.41396667,0.00242154,0.02032953,85.25261324,0.00000000,0.30738123,2.47842761,0.00253309,0.15400418,0.06213786,0.52166584,0.00000000,0.00126323,0.21595227,0.00997899,0.03246455
Augite,3.19553173,0.39072295,2.91694691,0.00845179,0.00270889,0.12227166,0.05088473,0.34366363,0.00304011,0.02486355,26.44320539,0.00627666,0.31303196,2.77937042,0.00687351,0.17973438,0.06466730,0.52888219,0.00114083,0.00160786,0.18175758,0.00842433,0.02691203
Augite,3.41320363,0.36286214,3.65045419,0.00678207,0.00239534,0.10631131,0.05231541,0.38432439,0.00264999,0.02492669,102.20930230,0.00000000,0.21017442,2.92110722,0.00200982,0.16598758,0.05682352,0.53450115,0.00000000,0.00141642,0.20542183,0.00587703,0.02796265
Augite,2.58849127,0.34567348,3.88266112,0.01476122,0.00685318,0.13354246,0.09057504,0.51467230,0.00776837,0.05817151,134.45619340,0.00000000,0.31156437,1.91024226,0.00188218,0.12543536,0.06566464,0.49171356,0.00000000,0.00381981,0.25307134,0.01387613,0.04453697
Augite,3.22755356,0.36927385,3.25387146,0.00825618,0.00278105,0.11441293,0.05195079,0.36597815,0.00309924,0.02708818,58.02911208,0.00093313,0.19441598,2.77348953,0.00337350,0.16973572,0.06119934,0.53489880,0.00018267,0.00165778,0.19576127,0.00540251,0.02778842
Augite,2.57531585,0.35905296,2.72239714,0.00899816,0.00302465,0.13942094,0.05943588,0.36985150,0.00344634,0.02471898,38.09890321,0.00130303,0.24202521,2.14901057,0.00511914,0.15799702,0.07352082,0.52732984,0.00025414,0.00181736,0.19503373,0.00758563,0.03134232
Augite,3.40152132,0.34860574,4.08134893,0.00841042,0.00321794,0.10248524,0.06024832,0.41750458,0.00354773,0.03461699,539.78947370,0.00000000,0.28658784,2.81364819,0.00040920,0.15255528,0.05421974,0.52904925,0.00000000,0.00187692,0.22088049,0.00913480,0.03187433
Augite,3.28149379,0.34123789,4.62568622,0.00757310,0.00332485,0.10398858,0.07225269,0.47995693,0.00367060,0.03529808,452.09905660,0.00000000,0.25557057,2.58668015,0.00054487,0.13805573,0.05337178,0.51324657,0.00000000,0.00188392,0.24633625,0.00947744,0.03708344
Augite,2.87429613,0.37597806,2.89750510,0.01042978,0.00353261,0.13080700,0.05539884,0.37049051,0.00399470,0.03053885,43.46719933,0.00271852,0.33139234,2.45078026,0.00446450,0.16791640,0.06851549,0.52379066,0.00052756,0.00209238,0.19405947,0.00961614,0.02901740
Augite,2.75404982,0.38216956,3.06626039,0.00489963,0.00183974,0.13876639,0.06301808,0.42048685,0.00209503,0.01509752,83.97900763,0.00586865,0.28764215,2.29991909,0.00254279,0.16207829,0.07047130,0.50784127,0.00125320,0.00106394,0.21354057,0.00920547,0.03200318
Augite,3.14368238,0.38193497,3.19975196,0.00440717,0.00153443,0.12149286,0.05489294,0.37950040,0.00172086,0.01416426,41.04202401,0.00394421,0.27687085,2.69186208,0.00483967,0.17117325,0.06358916,0.52339831,0.00078344,0.00090069,0.19862987,0.00795474,0.02873087
Augite,2.94092997,0.38020122,2.79132234,0.00695862,0.00223920,0.12927925,0.04763619,0.34703388,0.00252869,0.01955987,25.09978097,0.00262278,0.21964399,2.57245481,0.00733779,0.17649801,0.06861073,0.53071728,0.00048306,0.00134202,0.18417688,0.00555290,0.02528135
Augite,2.91295320,0.37654206,2.95070393,0.01223412,0.00418339,0.12926471,0.05311633,0.37455040,0.00472416,0.03654637,54.50781250,0.00198748,0.31509618,2.50204189,0.00359871,0.16938304,0.06769792,0.52371541,0.00038986,0.00247411,0.19615782,0.00876530,0.02781784
Augite,2.88231121,0.38964345,2.70036758,0.00521687,0.00168642,0.13518438,0.05118996,0.35114637,0.00191439,0.01416135,25.26025336,0.00911619,0.33194823,2.50364352,0.00727054,0.17701697,0.07070375,0.52301713,0.00167424,0.00100126,0.18365557,0.00888732,0.02677323
Augite,4.77129176,0.48724517,14.24478395,0.03733810,0.05119375,0.10212018,0.32929712,1.45466824,0.05642166,0.55250257,124940.00000000,0.00008004,0.31043383,1.54668795,0.00000364,0.04931549,0.03188457,0.31222600,0.00003635,0.01761631,0.45418524,0.03191729,0.10281512
Augite,3.25374018,0.33071319,6.12570282,0.02528083,0.01465873,0.10164093,0.09948533,0.62261881,0.01614865,0.15887943,186300.00000000,0.00000537,0.35837141,2.27494821,0.00000159,0.10975411,0.04824466,0.47465779,0.00000159,0.00766508,0.29553087,0.01692283,0.04722149
Augite,3.68508225,0.41937897,2.94495076,0.00212726,0.00064147,0.11380451,0.04384112,0.32454563,0.00071447,0.00627804,30.60872199,0.00937469,0.26444737,3.29985046,0.00562889,0.19936364,0.06041596,0.53087494,0.00161520,0.00037929,0.17229314,0.00615479,0.02327415
Augite,4.57486009,0.38645802,4.50915603,0.00659397,0.00233142,0.08447428,0.05181354,0.37331694,0.00252837,0.02993060,49.18036871,0.00116509,0.19734297,3.96149541,0.00407006,0.17943131,0.04529383,0.53618487,0.00023321,0.00135567,0.20016690,0.00548251,0.02778164
Augite,2.93878054,0.35117998,3.57501138,0.00770369,0.00296261,0.11949854,0.06800798,0.42529074,0.00331663,0.02775459,221.74940900,0.00000000,0.24857495,2.36966915,0.00099989,0.14763083,0.06230019,0.52134684,0.00000000,0.00172912,0.22172399,0.00881341,0.03545575
Biotite,1.91215317,0.58634907,0.02142721,0.97683521,0.21204844,0.30664336,0.18034674,0.00205711,0.27707168,0.90356328,0.45577792,0.13172805,0.17705792,1.32402129,0.00204334,0.18380816,0.13882568,0.45272685,0.00012268,0.12543779,0.00093131,0.01445639,0.08164781
Biotite,1.93061342,0.63544504,0.03031583,0.96283394,0.19448486,0.32914152,0.16696262,0.00082467,0.25849790,0.78537007,0.09009320,3.26436782,0.16876727,1.42334645,0.00404320,0.20693303,0.14538486,0.44170928,0.00118909,0.11418092,0.00036427,0.01244641,0.07374894
Biotite,1.92061661,0.63644992,0.03214321,0.96010665,0.19254419,0.33137791,0.16968658,0.00144020,0.25634908,0.77358528,0.15635063,1.24713959,0.17258390,1.40855296,0.00406519,0.20599379,0.14624497,0.44132384,0.00079268,0.11313296,0.00063560,0.01292425,0.07488674
Biotite,1.90214548,0.57394412,0.02377572,0.97586841,0.22286517,0.30173513,0.17700527,0.00373499,0.29011142,0.96147711,1.08607418,0.00000000,0.19009939,1.31552082,0.00155849,0.17988601,0.13674129,0.45318318,0.00000000,0.13147362,0.00169263,0.01524898,0.08021581
Biotite,1.91087931,0.60542350,0.00685390,0.99169065,0.19680808,0.31682980,0.15372654,0.00061226,0.25916275,0.81798730,0.39266304,4.22837370,0.17981864,1.42567703,0.00070433,0.20403515,0.14311457,0.45170804,0.00116942,0.11706590,0.00027656,0.01248652,0.06943951
Biotite,1.88629090,0.59886783,0.02100451,0.97477964,0.19563404,0.31748435,0.15201344,0.00108240,0.25774479,0.81183463,0.19376392,1.42145594,0.18492702,1.40748482,0.00252722,0.20215855,0.14363107,0.45240362,0.00069606,0.11660468,0.00048968,0.01271770,0.06877143
Biotite,1.90438669,0.59409745,0.03772554,0.95563861,0.19324359,0.31196261,0.16114023,0.00281959,0.25352836,0.81268830,0.31506059,1.11355311,0.17848673,1.38784969,0.00406188,0.19650768,0.14159147,0.45387320,0.00142506,0.11506973,0.00127974,0.01305403,0.07313723
Biotite,1.94759355,0.63092086,0.06903327,0.91782378,0.18865872,0.32394894,0.17718214,0.00247672,0.24977451,0.77103050,0.12454279,4.19823789,0.16055667,1.40064891,0.00877662,0.20025072,0.14296996,0.44133486,0.00458895,0.11023420,0.00109307,0.01255499,0.07819665
Biotite,1.89500475,0.58723833,0.02761265,0.96817903,0.19875605,0.30988752,0.15478082,0.00197569,0.26034807,0.84013730,0.30020633,0.16953036,0.18962467,1.39553056,0.00299726,0.19695513,0.14113279,0.45543232,0.00015254,0.11857092,0.00089980,0.01336706,0.07049219
Biotite,1.93679049,0.60241895,0.03143194,0.96577034,0.21039846,0.31103981,0.18212666,0.00436419,0.27584075,0.88683423,0.80633147,0.69899923,0.17701531,1.35124918,0.00242234,0.18810361,0.13920720,0.44755428,0.00136529,0.12345371,0.00195321,0.01442880,0.08151157
Biotite,1.93117880,0.58826606,0.01926424,0.97950596,0.21498107,0.30461501,0.16840824,0.00117123,0.28046753,0.92072785,0.24935865,0.00205761,0.18226700,1.37832279,0.00212540,0.18998827,0.13784018,0.45250621,0.00000109,0.12691330,0.00052999,0.01388980,0.07620577
Biotite,1.91727037,0.61842257,0.01903229,0.97753734,0.20200022,0.32255366,0.17369605,0.00107316,0.26715613,0.82825329,0.21184510,1.30645161,0.17568510,1.37876755,0.00225528,0.19799157,0.14360040,0.44519849,0.00062418,0.11893750,0.00047777,0.01358559,0.07732922
Biotite,1.92955709,0.61987070,0.05816189,0.92665519,0.17866754,0.32125025,0.15541286,0.00291495,0.23606453,0.73483065,0.18484627,1.54950495,0.17281658,1.44578205,0.00708031,0.20853472,0.14423663,0.44898525,0.00202794,0.10598949,0.00130877,0.01205881,0.06977808
Biotite,1.93213978,0.61820187,0.05612255,0.93376870,0.19179856,0.31995711,0.16529943,0.00413540,0.25316588,0.79124940,0.29920213,1.04592593,0.17499351,1.41550981,0.00616330,0.20196018,0.14267664,0.44592426,0.00192876,0.11289281,0.00184407,0.01289895,0.07371103
Biotite,1.91731500,0.61793873,0.02247246,0.97319767,0.19888551,0.32229379,0.16659544,0.00413826,0.26298508,0.81597933,1.33299595,0.50189825,0.16545012,1.40040948,0.00138587,0.20148349,0.14387470,0.44640853,0.00092718,0.11739878,0.00184735,0.01230446,0.07436963
Biotite,1.93074713,0.60839604,0.03637535,0.95991439,0.20871341,0.31510913,0.18144378,0.00337840,0.27448091,0.87106619,0.41792198,0.25693161,0.17791812,1.35493460,0.00360466,0.19038284,0.14051072,0.44591131,0.00038706,0.12239414,0.00150647,0.01439497,0.08090783
Biotite,1.90773305,0.61280725,0.04696028,0.94118841,0.18271517,0.32122275,0.17043813,0.00280864,0.24140744,0.75152661,0.22878959,1.36711990,0.18134968,1.37714131,0.00551667,0.19879339,0.14435221,0.44938351,0.00172552,0.10848452,0.00126216,0.01388995,0.07659209
Biotite,1.87997282,0.59613835,0.02751614,0.96761810,0.19795484,0.31709945,0.15146644,0.00151277,0.26072622,0.82222222,0.20974007,0.69373219,0.18697359,1.40231057,0.00326058,0.20102172,0.14335036,0.45206750,0.00047443,0.11786585,0.00068387,0.01280265,0.06847305
Biotite,1.93870904,0.61889158,0.04098895,0.94978963,0.18762150,0.31922871,0.16364725,0.00296481,0.24751568,0.77535531,0.29296389,0.69819341,0.17502888,1.42607580,0.00453929,0.20419729,0.14318824,0.44854438,0.00092849,0.11102176,0.00132985,0.01284765,0.07340305
Biotite,1.92100443,0.60287089,0.01826682,0.97862211,0.19974211,0.31383108,0.17196576,0.00246249,0.26242740,0.83620590,0.75300648,0.00122850,0.17973437,1.37304801,0.00147588,0.19447167,0.14163502,0.45130972,0.00000137,0.11843604,0.00111135,0.01394915,0.07760982
Biotite,1.94211210,0.62051769,0.04793987,0.94387223,0.19520931,0.31950663,0.16675661,0.00474990,0.25757998,0.80618040,0.44949495,0.36641698,0.18207034,1.42019302,0.00470695,0.20211865,0.14231774,0.44542968,0.00077525,0.11473377,0.00211575,0.01352388,0.07427834
Biotite,1.89585435,0.60123279,0.01690245,0.97930224,0.19255376,0.31713026,0.14244919,0.00083096,0.25361838,0.79972936,0.18346253,2.24647887,0.17923262,1.44667241,0.00205436,0.20808966,0.14384021,0.45356823,0.00084669,0.11503324,0.00037690,0.01158030,0.06461043
Biotite,1.86025164,0.65035115,0.20782099,0.76543021,0.17566807,0.34960386,0.13881683,0.00748294,0.23708230,0.67814555,0.11481822,3.10921844,0.17640704,1.46318273,0.02764520,0.21698659,0.14829767,0.42418775,0.00986920,0.10056741,0.00317417,0.01038762,0.05888440
Biotite,1.88007065,0.59831783,0.02795119,0.96553199,0.18902241,0.31824221,0.14335616,0.00135514,0.24917731,0.78298009,0.17972350,1.49773756,0.18720504,1.42960822,0.00342188,0.20647236,0.14442583,0.45382362,0.00092110,0.11308255,0.00061499,0.01217926,0.06505841
Biotite,1.91095577,0.63258909,0.02688971,0.96605582,0.19032913,0.33103283,0.17384297,0.00068387,0.25333432,0.76528459,0.08322087,1.05945946,0.17810666,1.38580250,0.00364002,0.20320577,0.14663401,0.44295911,0.00032094,0.11221674,0.00030293,0.01371516,0.07700533
Biotite,1.90116913,0.62380602,0.04413549,0.94482179,0.18670787,0.32811706,0.16992642,0.00360535,0.24796990,0.75573608,0.33148832,0.76530612,0.17251220,1.38328560,0.00484153,0.20204321,0.14606037,0.44514715,0.00122825,0.11038310,0.00160491,0.01304921,0.07564226
Biotite,1.90011462,0.59802703,0.03128196,0.96466804,0.20445978,0.31473208,0.16885701,0.00258346,0.26880983,0.85409099,0.35575086,0.38023631,0.18366173,1.36360430,0.00326615,0.19302340,0.14155382,0.44975975,0.00044181,0.12089984,0.00116193,0.01394821,0.07594509
Biotite,1.90565621,0.58322403,0.01967258,0.97871472,0.21196767,0.30604892,0.17713851,0.00278943,0.27684015,0.90456176,0.86324042,0.00807265,0.18510456,1.32686471,0.00146550,0.18417031,0.13880113,0.45352594,0.00001021,0.12555419,0.00126508,0.01487073,0.08033691
Biotite,1.89431128,0.60878637,0.03288485,0.95933778,0.18869633,0.32137610,0.14677805,0.00114605,0.24933882,0.77584743,0.12163065,1.73809524,0.18207299,1.43759389,0.00424663,0.20822573,0.14484322,0.45069692,0.00089776,0.11237624,0.00051652,0.01204457,0.06615242
